name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
Kepler-47 c,3442,3.17 Earths,15.163,2012
Kepler-47 d,3442,19.02 Earths,15.163,2019
Kepler-480 b,2629,8.15 Earths,13.211,2016
Kepler-481 b,2326,6.8 Earths,13.815,2016
Kepler-482 b,946,6.17 Earths,13.762,2016
Kepler-483 b,3109,10.4 Earths,13.389,2016
Kepler-484 b,1230,5.82 Earths,13,2016
Kepler-485 b,3826,112 Jupiters,14.898,2016
Kepler-486 b,1396,0.265 Jupiters,14.38,2016
Kepler-487 b,2724,Unknown,15.065,2016
Kepler-487 c,2724,7.65 Earths,15.065,2016
Kepler-488 b,3774,124 Jupiters,14.752,2016
Kepler-489 b,1236,0.145 Jupiters,14.018,2016
Kepler-48 b,1009,3.94 Earths,13.077,2012
Kepler-48 c,1009,14.61 Earths,13.077,2012
Kepler-48 d,1009,7.93 Earths,13.077,2014
Kepler-48 e,1009,2.067 Jupiters,13.077,2014
Kepler-490 b,4074,Unknown,14.817,2016
Kepler-491 b,2143,0.186 Jupiters,13.962,2016
Kepler-492 b,2094,0.21 Jupiters,14.511,2016
Kepler-493 b,6335,118 Jupiters,15.035,2016
Kepler-494 b,2812,0.127 Jupiters,14.122,2016
Kepler-495 b,2055,23.8 Earths,14.607,2016
Kepler-496 b,2137,5.99 Earths,14.796,2016
Kepler-497 b,3490,30.4 Earths,15.099,2016
Kepler-498 b,2433,9.43 Earths,14.246,2016
Kepler-499 b,1706,5.35 Earths,14.349,2016
Kepler-49 b,1024,0.98 Jupiters,15.229,2012
Kepler-49 c,1024,0.72 Jupiters,15.229,2012
Kepler-49 d,1024,3.19 Earths,15.229,2014
Kepler-49 e,1024,3.05 Earths,15.229,2014
Kepler-4 b,1794,24.472 Earths,12.7,2009
Kepler-500 b,2437,7.18 Earths,14.174,2016
Kepler-501 b,3406,17.1 Earths,14.73,2016
Kepler-502 b,4674,20.4 Earths,14.972,2016
Kepler-504 b,245,3.15 Earths,14.458,2016
Kepler-505 b,724,7.27 Earths,15.115,2016
Kepler-506 b,754,7.9 Earths,10.784,2016
Kepler-507 b,1337,2.24 Earths,11.922,2016
Kepler-508 b,1060,3.33 Earths,11.604,2016
Kepler-509 b,1106,6.76 Earths,11.784,2016
Kepler-50 b,822,3.57 Earths,10.362,2012
Kepler-50 c,822,5.35 Earths,10.362,2012
Kepler-510 b,1233,6.66 Earths,11.922,2016
Kepler-511 b,1461,33.1 Earths,12.583,2016
Kepler-512 b,1732,7.7 Earths,12.613,2016
Kepler-513 b,1523,5.48 Earths,12.882,2016
Kepler-514 b,1595,3.61 Earths,12.133,2016
Kepler-515 b,832,2.73 Earths,12.713,2016
Kepler-516 b,2535,27.9 Earths,11.964,2016
Kepler-517 b,926,7.61 Earths,12.13,2016
Kepler-518 b,1057,5.1 Earths,12.51,2016
Kepler-519 b,763,5.06 Earths,12.618,2016
Kepler-51 b,2615,2.1 Earths,14.678,2012
Kepler-51 c,2615,4 Earths,14.678,2012
Kepler-51 d,2615,7.6 Earths,14.678,2014
Kepler-520 b,1605,3.39 Earths,12.76,2016
Kepler-520 c,1605,1.24 Earths,12.76,2016
Kepler-521 b,2404,10.2 Earths,12.891,2016
Kepler-522 b,2443,38.2 Earths,12.146,2016
Kepler-523 b,881,4.5 Earths,12.481,2016
Kepler-524 b,2381,4.31 Earths,13.887,2016
Kepler-524 c,2381,0.84 Earths,13.887,2016
Kepler-525 b,1846,7.41 Earths,13.491,2016
Kepler-526 b,1644,4.62 Earths,13.038,2016
Kepler-527 b,2939,8.45 Earths,13.334,2016
Kepler-528 b,2319,4.98 Earths,13.903,2016
Kepler-529 b,2567,4.12 Earths,13.74,2016
Kepler-529 c,2567,4.66 Earths,13.74,2016
Kepler-52 b,1059,8.7 Jupiters,15.059,2012
Kepler-52 c,1059,10.41 Jupiters,15.059,2012
Kepler-52 d,1059,4.46 Earths,15.059,2014
Kepler-530 b,1514,9.32 Earths,13.395,2016
Kepler-531 b,829,8.15 Earths,13.292,2016
Kepler-532 b,1060,7.13 Earths,13.504,2016
Kepler-533 b,995,11.4 Earths,13.925,2016
Kepler-534 b,1543,5.65 Earths,13.231,2016
Kepler-535 b,2212,6.17 Earths,13.12,2016
Kepler-536 b,1455,9.8 Earths,13.782,2016
Kepler-537 b,1517,2.57 Earths,13.066,2016
Kepler-538 b,511,10.6 Earths,11.165,2016
Kepler-539 b,1011,0.97 Jupiters,12.379,2016
Kepler-539 c,1011,2.4 Jupiters,12.379,2016
Kepler-53 b,4632,18.41 Jupiters,15.388,2012
Kepler-53 c,4632,15.74 Jupiters,15.388,2012
Kepler-53 d,4632,5.14 Earths,15.388,2014
Kepler-540 b,1142,7.8 Earths,12.187,2016
Kepler-541 b,3327,11.2 Earths,13.228,2016
Kepler-542 b,1432,3.09 Earths,13.416,2016
Kepler-543 b,692,6.8 Earths,13.374,2016
Kepler-544 b,2600,5.14 Earths,13.541,2016
Kepler-545 b,2711,7.7 Earths,14.105,2016
Kepler-546 b,2923,39.1 Earths,14.251,2016
Kepler-547 b,1178,15.1 Earths,14.207,2016
Kepler-548 b,2531,Unknown,14.984,2016
Kepler-549 b,2114,11 Earths,14.623,2016
Kepler-549 c,2114,8.91 Earths,14.623,2016
Kepler-54 b,893,0.92 Jupiters,15.813,2012
Kepler-54 c,893,0.37 Jupiters,15.813,2012
Kepler-54 d,893,2.96 Earths,15.813,2014
Kepler-550 b,1837,17.9 Earths,14.472,2016
Kepler-551 b,1018,7.9 Earths,14.86,2016
Kepler-552 b,2721,14.8 Earths,14.262,2016
Kepler-553 b,2365,19.4 Earths,14.957,2016
Kepler-553 c,2365,Unknown,14.957,2016
Kepler-554 b,2094,17 Earths,14.296,2016
Kepler-555 b,2518,8.4 Earths,14.161,2016
Kepler-556 b,2378,5.65 Earths,14.125,2016
Kepler-557 b,3673,7.61 Earths,14.639,2016
Kepler-558 b,2127,6.21 Earths,14.954,2016
Kepler-559 b,2587,12.7 Earths,14.742,2016
Kepler-55 b,1920,1.49 Jupiters,15.781,2012
Kepler-55 c,1920,1.11 Jupiters,15.781,2012
Kepler-55 d,1920,3.15 Earths,15.781,2014
Kepler-55 e,1920,3.02 Earths,15.781,2014
Kepler-55 f,1920,3.15 Earths,15.781,2014
Kepler-560 b,287,3.61 Earths,14.751,2016
Kepler-561 b,2176,38.7 Earths,14.332,2016
Kepler-561 c,2176,7.65 Earths,14.332,2016
Kepler-562 b,2681,23.7 Earths,14.743,2016
Kepler-563 b,1817,9.75 Earths,14.739,2016
Kepler-564 b,2707,19.4 Earths,14.719,2016
Kepler-565 b,3396,12.9 Earths,15,2016
Kepler-566 b,2049,5.27 Earths,14.964,2016
Kepler-567 b,1853,5.69 Earths,14.669,2016
Kepler-568 b,411,5.73 Earths,14.251,2016
Kepler-569 b,2104,10.1 Earths,14.082,2016
Kepler-56 b,3056,22.1 Earths,12.43,2012
Kepler-56 c,3056,0.57 Jupiters,12.43,2012
Kepler-56 d,3056,5.61 Jupiters,12.43,2016
Kepler-570 b,2094,6.57 Earths,14.329,2016
Kepler-571 b,2466,7.46 Earths,14.654,2016
Kepler-572 b,1735,7.18 Earths,14.485,2016
Kepler-573 b,2473,8.2 Earths,14.136,2016
Kepler-574 b,2437,6.3 Earths,14.539,2016
Kepler-575 b,2779,6.3 Earths,14.712,2016
Kepler-576 b,2277,10.7 Earths,14.382,2016
Kepler-577 b,1791,7.04 Earths,14.937,2016
Kepler-578 b,1853,4.66 Earths,14.411,2016
Kepler-579 b,2163,4.66 Earths,14.246,2016
Kepler-57 b,2141,18.86 Jupiters,14.774,2012
Kepler-57 c,2141,6.95 Jupiters,14.774,2012
Kepler-580 b,1086,7.13 Earths,14.95,2016
Kepler-581 b,2717,7.41 Earths,14.53,2016
Kepler-582 b,2450,13.1 Earths,14.913,2016
Kepler-583 b,2626,5.82 Earths,14.798,2016
Kepler-584 b,4714,16.5 Earths,14.814,2016
Kepler-585 b,1970,8.4 Earths,14.017,2016
Kepler-586 b,2306,8.2 Earths,14.412,2016
Kepler-587 b,2779,5.6 Earths,14.866,2016
Kepler-588 b,3171,7.41 Earths,14.681,2016
Kepler-589 b,2097,5.77 Earths,14.661,2016
Kepler-58 b,3250,1.39 Jupiters,14.866,2012
Kepler-58 c,3250,2.19 Jupiters,14.866,2012
Kepler-58 d,3250,8.96 Earths,14.866,2014
Kepler-590 b,3216,15.2 Earths,14.417,2016
Kepler-591 b,2587,11.4 Earths,14.461,2016
Kepler-592 b,3373,6.3 Earths,14.628,2016
Kepler-593 b,3314,8.6 Earths,14.499,2016
Kepler-594 b,2420,5.39 Earths,14.756,2016
Kepler-595 b,2084,13.9 Earths,14.763,2016
Kepler-596 b,3533,11.8 Earths,14.014,2016
Kepler-597 b,2153,6.21 Earths,14.018,2016
Kepler-598 b,2238,2.86 Earths,14.721,2016
Kepler-598 c,2238,9.4 Earths,14.721,2020
Kepler-599 b,2045,8.45 Earths,14.948,2016
Kepler-59 b,3926,2.05 Jupiters,14.279,2012
Kepler-59 c,3926,1.37 Jupiters,14.279,2012
Kepler-5 b,3012,2.111 Jupiters,13.226,2009
Kepler-600 b,2035,8.75 Earths,14.701,2016
Kepler-601 b,1399,4.27 Earths,14.001,2016
Kepler-602 b,3167,5.02 Earths,14.478,2016
Kepler-603 b,3154,7.51 Earths,14.816,2016
Kepler-603 c,3154,34.5 Earths,14.816,2016
Kepler-603 d,3154,2.3 Earths,14.816,2016
Kepler-604 b,3200,7.22 Earths,14.68,2016
Kepler-605 b,1859,2.67 Earths,14.136,2016
Kepler-605 c,1859,0.566 Earths,14.136,2016
Kepler-606 b,3940,11 Earths,14.664,2016
Kepler-607 b,1631,0.59 Earths,14.375,2016
Kepler-608 b,3021,12.9 Earths,14.657,2016
Kepler-609 b,3728,11.2 Earths,14.804,2016
Kepler-60 b,3445,4.19 Earths,13.913,2012
Kepler-60 c,3445,3.85 Earths,13.913,2012
Kepler-60 d,3445,4.16 Earths,13.913,2012
Kepler-610 b,3631,16.3 Earths,14.77,2016
Kepler-610 c,3631,10.9 Earths,14.77,2016
Kepler-611 b,2955,3.36 Earths,14.572,2016
Kepler-612 b,3040,8.45 Earths,14.91,2016
Kepler-613 b,2818,5.86 Earths,14.589,2016
Kepler-614 b,1863,6.3 Earths,14.544,2016
Kepler-615 b,1076,3.68 Earths,14.349,2016
Kepler-616 b,3324,6.48 Earths,14.947,2016
Kepler-616 c,3324,11.5 Earths,14.947,2016
Kepler-617 b,489,2.3 Earths,14.828,2016
Kepler-618 b,3637,7.27 Earths,14.804,2016
Kepler-619 b,3624,10.1 Earths,14.67,2016
Kepler-619 c,3624,3.5 Earths,14.67,2016
Kepler-61 b,1103,5.27 Earths,15.043,2013
Kepler-620 b,4048,11 Earths,14.638,2016
Kepler-621 b,1269,5.9 Earths,14.896,2016
Kepler-622 b,845,5.18 Earths,14.652,2016
Kepler-623 b,2645,9.32 Earths,14.963,2016
Kepler-624 b,2385,5.95 Earths,13.457,2016
Kepler-625 b,1638,4.62 Earths,13.264,2016
Kepler-625 c,1638,1.16 Earths,13.264,2016
Kepler-626 b,2251,5.86 Earths,13.943,2016
Kepler-627 b,3728,13.4 Earths,13.949,2016
Kepler-628 b,1889,0.168 Jupiters,13.056,2016
Kepler-629 b,1249,2.48 Earths,13.358,2016
Kepler-62 b,1200,9 Earths,13.72,2013
Kepler-62 c,1200,4 Earths,13.72,2013
Kepler-62 d,1200,14 Earths,13.72,2013
Kepler-62 e,1200,36 Earths,13.72,2013
Kepler-62 f,1200,35 Earths,13.72,2013
Kepler-630 b,2143,10.2 Earths,13.852,2016
Kepler-631 b,2750,8.75 Earths,13.493,2016
Kepler-632 b,1138,5.52 Earths,13.332,2016
Kepler-633 b,2068,3.29 Earths,13.716,2016
Kepler-634 b,2469,4.23 Earths,13.492,2016
Kepler-635 b,2694,7.46 Earths,13.264,2016
Kepler-636 b,1112,18.1 Earths,13.653,2016
Kepler-637 b,5138,20.2 Earths,13.329,2016
Kepler-638 b,1390,4.01 Earths,13.519,2016
Kepler-639 b,2218,6.26 Earths,13.269,2016
Kepler-63 b,652,0.378 Jupiters,12.02,2013
Kepler-640 b,1755,7.08 Earths,13.687,2016
Kepler-641 b,2195,4.08 Earths,13.763,2016
Kepler-642 b,3334,8.75 Earths,13.295,2016
Kepler-643 b,3357,1.01 Jupiters,13.769,2016
Kepler-644 b,4609,10.1 Earths,13.96,2016
Kepler-645 b,2939,5.06 Earths,14.031,2016
Kepler-646 b,1673,4.62 Earths,13.765,2016
Kepler-647 b,2574,1.71 Earths,13.935,2016
Kepler-647 c,2574,15.1 Earths,13.935,2020
Kepler-648 b,2169,10.5 Earths,13.915,2016
Kepler-649 b,1713,5.73 Earths,13.394,2016
Kepler-650 b,2626,9.06 Earths,14.124,2016
Kepler-651 b,1752,6.21 Earths,13.962,2016
Kepler-652 b,1380,6.76 Earths,13.435,2016
Kepler-653 b,1934,4.46 Earths,13.346,2016
Kepler-653 c,1934,0.399 Earths,13.346,2016
Kepler-654 b,2156,4.94 Earths,13.661,2016
Kepler-655 b,2554,7.8 Earths,13.464,2016
Kepler-656 b,2828,9.91 Earths,15.337,2016
Kepler-657 b,4058,12.2 Earths,15.319,2016
Kepler-658 b,1112,3.29 Earths,15.491,2016
Kepler-659 b,2244,6.8 Earths,15.566,2016
Kepler-65 b,999,2.4 Earths,10.966,2012
Kepler-65 c,999,5.4 Earths,10.966,2012
Kepler-65 d,999,4.14 Earths,10.966,2012
Kepler-65 e,999,0.82 Jupiters,10.966,2019
Kepler-660 b,1840,7.13 Earths,15.264,2016
Kepler-661 b,1820,9.64 Earths,15.8,2016
Kepler-662 b,2091,5.39 Earths,15.374,2016
Kepler-663 b,3360,7.27 Earths,15.869,2016
Kepler-664 b,4521,7.56 Earths,15.499,2016
Kepler-665 b,2124,7.27 Earths,15.402,2016
Kepler-666 b,4338,6.35 Earths,15.341,2016
Kepler-667 b,2959,20.1 Earths,15.362,2016
Kepler-668 b,2861,7.75 Earths,15.293,2016
Kepler-669 b,5800,20.8 Earths,15.482,2016
Kepler-66 b,3611,8.25 Earths,15.3,2013
Kepler-670 b,3197,Unknown,15.027,2016
Kepler-671 b,3715,7.7 Earths,15.358,2016
Kepler-672 b,3298,6.8 Earths,15.131,2016
Kepler-673 b,3190,34.8 Earths,15.506,2016
Kepler-674 b,985,3.5 Earths,15.127,2016
Kepler-675 b,2124,6.53 Earths,15.336,2016
Kepler-676 b,793,9.48 Earths,15.879,2016
Kepler-677 b,3849,25 Earths,15.297,2016
Kepler-678 b,2854,23.1 Earths,15.061,2016
Kepler-679 b,3158,9.32 Earths,15.529,2016
Kepler-67 b,3611,8.96 Earths,16.4,2013
Kepler-680 b,4378,6.44 Earths,15.215,2016
Kepler-681 b,2172,9.69 Earths,15.227,2016
Kepler-682 b,3102,0.134 Jupiters,15.117,2016
Kepler-683 b,3184,4.54 Earths,15.001,2016
Kepler-684 b,3477,11.2 Earths,15.579,2016
Kepler-685 b,3735,0.248 Jupiters,15.019,2016
Kepler-686 b,3924,Unknown,15.524,2016
Kepler-687 b,2049,12.2 Earths,15.394,2016
Kepler-688 b,4068,0.216 Jupiters,15.732,2016
Kepler-689 b,3406,8.7 Earths,15.592,2016
Kepler-68 b,472,7.65 Earths,9.99,2013
Kepler-68 c,472,2.04 Earths,9.99,2013
Kepler-68 d,472,0.84007 Jupiters,9.99,2013
Kepler-690 b,5392,29.6 Earths,15.672,2016
Kepler-691 b,780,5.02 Earths,15.838,2016
Kepler-692 b,3262,9.85 Earths,15.55,2016
Kepler-693 b,3269,0.232 Jupiters,16.414,2016
Kepler-694 b,3337,8.25 Earths,15.086,2016
Kepler-695 b,2022,0.196 Jupiters,15.113,2016
Kepler-696 b,4192,31.3 Earths,15.239,2016
Kepler-697 b,3559,16 Earths,15.546,2016
Kepler-698 b,3702,13.1 Earths,15.432,2016
Kepler-699 b,2897,Unknown,15.474,2016
Kepler-69 b,2435,5.65 Earths,14,2013
Kepler-69 c,2435,3.57 Earths,14,2013
Kepler-6 b,1948,0.668 Jupiters,13.171,2009
Kepler-700 b,3461,30 Earths,15.192,2016
Kepler-701 b,2463,8.45 Earths,14.968,2016
Kepler-702 b,2910,0.194 Jupiters,15.31,2016
Kepler-703 b,4834,0.161 Jupiters,15.253,2016
Kepler-704 b,3438,7.32 Earths,15.249,2016
Kepler-705 b,819,5.1 Earths,15.852,2016
Kepler-706 b,2642,Unknown,15.166,2016
Kepler-707 b,2042,2.33 Earths,14.997,2016
Kepler-708 b,4048,8.91 Earths,15.508,2016
Kepler-709 b,2179,8.85 Earths,15.197,2016
Kepler-710 b,2998,4.19 Earths,15.011,2016
Kepler-711 b,2166,11.5 Earths,15.329,2016
Kepler-712 b,3079,11.5 Earths,15.854,2016
Kepler-712 c,3079,21 Earths,15.854,2016
Kepler-713 b,3272,6.71 Earths,15.019,2016
Kepler-714 b,4763,0.213 Jupiters,15.241,2016
Kepler-715 b,3960,13.5 Earths,15.033,2016
Kepler-716 b,2202,8.75 Earths,15.156,2016
Kepler-716 c,2202,2.52 Earths,15.156,2020
Kepler-717 b,3673,6.44 Earths,15.624,2016
Kepler-718 b,4958,131 Jupiters,15.246,2016
Kepler-719 b,4655,0.172 Jupiters,15.904,2016
Kepler-720 b,2871,0.168 Jupiters,15.164,2016
Kepler-721 b,2766,7.46 Earths,15.643,2016
Kepler-722 b,4485,7.41 Earths,15.373,2016
Kepler-722 c,4485,8.35 Earths,15.373,2016
Kepler-723 b,3148,Unknown,15.201,2016
Kepler-724 b,2812,10.8 Earths,15.121,2016
Kepler-725 b,2538,0.25 Jupiters,14.993,2016
Kepler-726 b,2734,10.7 Earths,15.035,2016
Kepler-727 b,2910,6.94 Earths,15.352,2016
Kepler-728 b,4032,11.1 Earths,15.525,2016
Kepler-729 b,4146,12.5 Earths,15.547,2016
Kepler-730 b,6590,Unknown,15.611,2016
Kepler-730 c,6590,3.09 Earths,15.611,2018
Kepler-731 b,4276,Unknown,15.285,2016
Kepler-732 b,489,5.39 Earths,15.052,2016
Kepler-732 c,489,2.15 Earths,15.052,2016
Kepler-733 b,3197,8.35 Earths,15.395,2016
Kepler-734 b,1804,12.4 Earths,14.412,2016
Kepler-735 b,2577,9.01 Earths,15.385,2016
Kepler-736 b,3285,8.91 Earths,15.742,2016
Kepler-737 b,636,4.5 Earths,15.146,2016
Kepler-738 b,3236,6.8 Earths,15.591,2016
Kepler-739 b,3680,11 Earths,15.453,2016
Kepler-740 b,4117,18.9 Earths,15.923,2016
Kepler-741 b,4991,9.11 Earths,15.046,2016
Kepler-742 b,1628,10.6 Earths,15.172,2016
Kepler-743 b,842,1.92 Earths,12.541,2016
Kepler-744 b,1585,3.26 Earths,13.584,2016
Kepler-745 b,3911,5.31 Earths,15.163,2016
Kepler-746 b,1468,1.41 Earths,13.611,2016
Kepler-747 b,2789,24.1 Earths,15.724,2016
Kepler-748 b,4146,6.9 Earths,15.219,2016
Kepler-749 b,2456,9.8 Earths,15.773,2016
Kepler-74 b,3974,0.63 Jupiters,14.23,2013
Kepler-750 b,3852,9.64 Earths,14.467,2016
Kepler-750 c,3852,3.26 Earths,14.467,2016
Kepler-751 b,2440,6.62 Earths,14.98,2016
Kepler-752 b,3507,8.3 Earths,15.719,2016
Kepler-753 b,907,4.31 Earths,14.475,2016
Kepler-754 b,3888,4.7 Earths,15.126,2016
Kepler-755 b,1200,3.75 Earths,14.024,2016
Kepler-755 c,1200,2.13 Earths,14.024,2016
Kepler-756 b,2779,1.46 Earths,15.391,2016
Kepler-757 b,3314,2.42 Earths,14.764,2016
Kepler-758 b,4413,6.71 Earths,14.327,2016
Kepler-758 c,4413,3.5 Earths,14.327,2016
Kepler-758 d,4413,5.14 Earths,14.327,2016
Kepler-758 e,4413,2.96 Earths,14.327,2016
Kepler-759 b,2910,5.77 Earths,14.787,2016
Kepler-75 b,2791,10.1 Jupiters,15.179,2013
Kepler-760 b,2551,9.59 Earths,15.073,2016
Kepler-760 c,2551,2.79 Earths,15.073,2016
Kepler-761 b,2828,4.78 Earths,14.709,2016
Kepler-762 b,4779,Unknown,15.427,2016
Kepler-763 b,2942,1.98 Earths,15.682,2016
Kepler-764 b,3304,3.33 Earths,15.3,2016
Kepler-765 b,3262,6.48 Earths,14.6,2016
Kepler-766 b,5265,11.4 Earths,15.648,2016
Kepler-767 b,3865,35.7 Earths,15.418,2016
Kepler-768 b,2593,3.86 Earths,15.723,2016
Kepler-769 b,4443,8.85 Earths,14.76,2016
Kepler-769 c,4443,3.86 Earths,14.76,2016
Kepler-76 b,2749,2.01 Jupiters,13.276,2013
Kepler-770 b,2482,5.9 Earths,14.597,2016
Kepler-770 c,2482,1.87 Earths,14.597,2016
Kepler-770 d,2482,2.54 Earths,14.597,2016
Kepler-771 b,3262,3.97 Earths,14.746,2016
Kepler-772 b,2248,3.97 Earths,13.956,2016
Kepler-773 b,1722,2.63 Earths,13.28,2016
Kepler-774 b,3882,10.2 Earths,12.77,2016
Kepler-775 b,1305,1.81 Earths,13.467,2016
Kepler-776 b,2371,2.18 Earths,15.42,2016
Kepler-777 b,1249,2.76 Earths,15.94,2016
Kepler-778 b,2933,3.46 Earths,15.751,2016
Kepler-779 b,731,0.721 Earths,15.634,2016
Kepler-77 b,1859,0.43 Jupiters,13.917,2013
Kepler-780 b,1696,0.64 Earths,13.339,2016
Kepler-781 b,3379,8.7 Earths,15.951,2016
Kepler-782 b,1344,10.4 Earths,12.73,2016
Kepler-783 b,1775,0.399 Earths,13.938,2016
Kepler-783 c,1775,6.04 Earths,13.938,2020
Kepler-784 b,1970,3.12 Earths,13.263,2016
Kepler-785 b,2172,Unknown,15.762,2016
Kepler-786 b,1670,6.48 Earths,14.946,2016
Kepler-787 b,1527,2.18 Earths,15.861,2016
Kepler-788 b,5379,7.04 Earths,15.26,2016
Kepler-789 b,2985,5.14 Earths,14.509,2016
Kepler-78 b,407,3.1783 Earths,11.529,2013
Kepler-790 b,2371,5.39 Earths,15.195,2016
Kepler-791 b,4720,9.53 Earths,14.369,2016
Kepler-792 b,3931,4.5 Earths,14.976,2016
Kepler-793 b,2590,2.45 Earths,14.601,2016
Kepler-794 b,2489,5.1 Earths,13.442,2016
Kepler-795 b,1494,3.46 Earths,13.311,2016
Kepler-796 b,1230,2.24 Earths,12.987,2016
Kepler-797 b,2453,5.35 Earths,14.542,2016
Kepler-798 b,3539,6.3 Earths,14.165,2016
Kepler-799 b,3357,37.9 Earths,15.12,2016
Kepler-79 b,3430,10.9 Earths,13.882,2012
Kepler-79 c,3430,5.9 Earths,13.882,2012
Kepler-79 d,3430,6 Earths,13.882,2014
Kepler-79 e,3430,4.1 Earths,13.882,2014
Kepler-7 b,3091,0.441 Jupiters,12.865,2009
Kepler-800 b,3422,8.5 Earths,15.748,2016
Kepler-801 b,1367,4.66 Earths,15.276,2016
Kepler-802 b,2701,12.3 Earths,14.811,2016
Kepler-803 b,2006,13.8 Earths,13.63,2016
Kepler-804 b,2114,4.42 Earths,13.736,2016
Kepler-804 c,2114,1.55 Earths,13.736,2016
Kepler-805 b,2143,8.7 Earths,12.505,2016
Kepler-806 b,848,1.55 Earths,11.591,2016
Kepler-807 b,4280,0.242 Jupiters,15.069,2016
Kepler-808 b,1047,2.73 Earths,14.354,2016
Kepler-809 b,3043,9.32 Earths,14.68,2016
Kepler-80 b,1165,6.93 Earths,14.756,2012
Kepler-80 c,1165,6.74 Earths,14.756,2012
Kepler-80 d,1165,6.75 Earths,14.756,2014
Kepler-80 e,1165,4.13 Earths,14.756,2014
Kepler-80 f,1165,1.92 Earths,14.756,2016
Kepler-80 g,1165,1.51 Earths,14.756,2017
Kepler-810 b,5069,4.38 Earths,15.761,2016
Kepler-811 b,2763,7.75 Earths,13.958,2016
Kepler-812 b,4834,12.3 Earths,13.749,2016
Kepler-813 b,2740,5.22 Earths,14.535,2016
Kepler-814 b,4329,5.14 Earths,14.666,2016
Kepler-815 b,3911,15.8 Earths,13.231,2016
Kepler-816 b,3454,0.234 Jupiters,15.936,2016
Kepler-817 b,4570,0.189 Jupiters,15.597,2016
Kepler-818 b,3154,22.9 Earths,15.057,2016
Kepler-819 b,2355,8.05 Earths,15.066,2016
Kepler-81 b,1148,17.2 Earths,15.004,2012
Kepler-81 c,1148,4.3 Earths,15.004,2012
Kepler-81 d,1148,1.92 Earths,15.004,2014
Kepler-820 b,3226,30.8 Earths,13.944,2016
Kepler-821 b,2019,2.27 Earths,14.818,2016
Kepler-822 b,3118,3.78 Earths,14.597,2016
Kepler-823 b,2923,3.09 Earths,14.762,2016
Kepler-824 b,4410,4.16 Earths,14.883,2016
Kepler-825 b,2675,2.96 Earths,14.145,2016
Kepler-825 c,2675,4.04 Earths,14.145,2016
Kepler-826 b,2117,2.1 Earths,13.412,2016
Kepler-827 b,4410,27 Earths,15.862,2016
Kepler-828 b,2039,2.89 Earths,15.044,2016
Kepler-829 b,3112,5.1 Earths,14.921,2016
Kepler-82 b,3027,12.15 Earths,15.138,2012
Kepler-82 c,3027,13.9 Earths,15.138,2012
Kepler-82 d,3027,3.78 Earths,15.138,2014
Kepler-82 e,3027,6.66 Earths,15.138,2014
Kepler-82 f,3027,20.9 Earths,15.138,2019
Kepler-830 b,3660,3.53 Earths,14.789,2016
Kepler-831 b,1882,2.15 Earths,13.631,2016
Kepler-832 b,4391,4.9 Earths,15.859,2016
Kepler-833 b,1373,4.74 Earths,15.469,2016
Kepler-834 b,2022,4.74 Earths,15.928,2016
Kepler-835 b,6560,8.2 Earths,15.89,2016
Kepler-836 b,3272,7.9 Earths,14.587,2016
Kepler-837 b,2760,7.08 Earths,15.229,2016
Kepler-838 b,3947,7.9 Earths,15.23,2016
Kepler-839 b,2717,7.13 Earths,13.563,2016
Kepler-83 b,1321,0.132 Jupiters,15.783,2012
Kepler-83 c,1321,11.4 Earths,15.783,2012
Kepler-83 d,1321,24.6 Earths,15.783,2014
Kepler-840 b,2538,135 Jupiters,14.129,2016
Kepler-841 b,3432,23.8 Earths,15.744,2016
Kepler-842 b,1801,3.19 Earths,15.13,2016
Kepler-843 b,4068,7.22 Earths,15.248,2016
Kepler-844 b,1285,3.46 Earths,15.796,2016
Kepler-845 b,1536,4.82 Earths,14.639,2016
Kepler-846 b,4022,6.71 Earths,15.604,2016
Kepler-847 b,1726,1.76 Earths,14.78,2016
Kepler-848 b,2600,3.53 Earths,14.011,2016
Kepler-849 b,2437,0.127 Jupiters,12.836,2016
Kepler-84 b,4708,40 Earths,14.79,2012
Kepler-84 c,4708,20.2 Earths,14.79,2012
Kepler-84 d,4708,2.48 Earths,14.79,2014
Kepler-84 e,4708,7.27 Earths,14.79,2014
Kepler-84 f,4708,5.48 Earths,14.79,2014
Kepler-850 b,5007,3.82 Earths,15.427,2016
Kepler-851 b,2835,3.46 Earths,15.108,2016
Kepler-852 b,2786,6.99 Earths,13.907,2016
Kepler-853 b,1990,3.5 Earths,12.248,2016
Kepler-854 b,2417,132 Jupiters,13.504,2016
Kepler-855 b,3402,0.166 Jupiters,15.019,2016
Kepler-856 b,3833,0.199 Jupiters,15.557,2016
Kepler-857 b,3389,37.2 Earths,15.064,2016
Kepler-858 b,966,21.1 Earths,12.411,2016
Kepler-859 b,2985,9.75 Earths,15.88,2016
Kepler-85 b,2551,4.54 Earths,14.766,2012
Kepler-85 c,2551,20.9 Earths,14.766,2012
Kepler-85 d,2551,1.87 Earths,14.766,2014
Kepler-85 e,2551,0.6 Earths,14.766,2014
Kepler-860 b,4224,10.6 Earths,15.403,2016
Kepler-861 b,2629,5.82 Earths,15.596,2016
Kepler-862 b,2629,5.52 Earths,15.303,2016
Kepler-863 b,3735,8.75 Earths,15.446,2016
